shader,stage,median_us,lo_us,hi_us
torture-big-array,msl_full,3891.93,3870.9,3946.36
torture-big-expr,msl_full,34273.3,34204.45,34394.9
torture-deep-nest,msl_full,538.8365591397849,537.8533333333334,539.8922051282051
torture-many-bindings,msl_full,454.36785714285713,451.0853333333333,457.8666666666667
uniform_struct,msl_full,70.84893772893773,69.64190476190477,71.58345559845559
uniformity-analysis-pointer-parameters,msl_full,2080.575,2076.845,2087.6
unity_webgpu_0000017e9e2d81a0.vs,msl_full,9385.333333333332,9266.966666666665,9516.066666666668
unity_webgpu_0000017e9e2d81a0.vs.spv,msl_full,7272.8,6480.566666666667,8546.866666666667
unity_webgpu_000002778de78280.cs,msl_full,623.3493927125508,620.0422488038276,627.7316874566875
unity_webgpu_000002778de78280.cs.spv,msl_full,457.46274970622795,453.8768292682927,460.7166666666667
unity_webgpu_000002778f740030.fs,msl_full,36637.55,36358.1,36794.85
unity_webgpu_000002778f740030.fs.spv,msl_full,23161.4,22849.45,23571.2
arrays,parse,33.64925871015567,33.479729166666665,33.932539682539684
atan2-const-eval,parse,15712.375,15665.625,15810.9
atomic_add,parse,27.78861111111111,27.717913832199546,27.946289424860854
branches,parse,58.22828571428571,57.86262920752716,58.49643098618758
cluster-lights,parse,274.545828713969,272.5334489795918,276.27982142857144
empty_compute,parse,3.0574417502369906,3.0375514144589135,3.073091603053435
loop_accum,parse,29.188913043478262,28.635620966784117,29.77085020242915
mat_vec,parse,27.060332708528584,26.507357859531773,27.628647214854112
metaball-isosurface,parse,570.0097599768652,567.2761904761905,573.5643790849673
particles,parse,366.099018067557,362.4085714285714,368.1713939393939
shadow-fragment,parse,100.27206078083407,99.30267857142857,101.5525
skinned-shadowed-pbr-fragment,parse,1167.471875,1065.74375,1353.25625
skinned-shadowed-pbr-vertex,parse,160.2253968253968,158.65625,161.3854714126453
texture_sample,parse,26.96600063131313,26.06906769265083,27.44526455026455
torture-big-array,parse,5255.1625,4920.9,5354.2125
torture-big-expr,parse,28661.05,28362.2,29006.8
torture-deep-nest,parse,368.4464880952381,366.76759259259256,372.75625
torture-many-bindings,parse,322.2877501563478,321.71736842105264,323.29201091609593
uniform_struct,parse,24.198501317523057,23.56609623015873,24.708266452648477
uniformity-analysis-pointer-parameters,parse,1242.553125,1237.740625,1248.534375
unity_webgpu_0000017e9e2d81a0.vs,parse,10170.875,9136.0,11858.325
unity_webgpu_0000017e9e2d81a0.vs.spv,parse,4184.19,4167.28,4214.18
unity_webgpu_000002778de78280.cs,parse,470.2284759358289,467.10705882352937,473.6111852433281
unity_webgpu_000002778de78280.cs.spv,parse,319.759877311522,317.57821906354513,321.0707792207792
unity_webgpu_000002778f740030.fs,parse,35274.55,34301.3,36398.6
unity_webgpu_000002778f740030.fs.spv,parse,19026.4,18877.9,19172.4
arrays,spv,10.079617247481805,10.038461538461538,10.13934789490345
atan2-const-eval,spv,490.6453216374269,487.4575,493.7857142857143
atomic_add,spv,8.767452613293823,8.712131211180123,8.823951182303585
branches,spv,14.075809908185024,13.991459627329194,14.190799157220013
cluster-lights,spv,62.833926559356144,62.38,63.21178312959922
empty_compute,spv,2.0986696382955334,2.0968681567526675,2.1072338830584707
loop_accum,spv,14.418588644745727,14.065214233841685,14.923868312757202
mat_vec,spv,14.527219390304847,13.561330992377188,17.740629685157423
metaball-isosurface,spv,103.11195804572907,102.73290559581321,103.64991883116882
particles,spv,75.77779850746269,75.09899758454107,76.36970588235293
shadow-fragment,spv,30.175532879818594,27.379616724738675,34.42096273291925
skinned-shadowed-pbr-fragment,spv,158.00259259259258,157.21368466310423,158.68182085687383
skinned-shadowed-pbr-vertex,spv,39.93260606060606,39.62824742268041,40.25584043736101
texture_sample,spv,7.155423386056685,7.040256916996047,7.275475774225774
torture-big-array,spv,145.75267399267398,144.225,147.5205190373563
torture-big-expr,spv,2212.13,2204.88,2218.85
torture-deep-nest,spv,89.57998677248676,89.50422860992589,89.78693877551021
torture-many-bindings,spv,74.6387279810298,74.52957912457912,74.7462962962963
uniform_struct,spv,10.880896161281413,10.083529411764706,11.41514705882353
uniformity-analysis-pointer-parameters,spv,158.27559198542806,157.54270833333334,158.78315092766314
unity_webgpu_0000017e9e2d81a0.vs,spv,769.334,699.844,876.244
unity_webgpu_0000017e9e2d81a0.vs.spv,spv,499.1557005494506,495.0157051282051,503.0551724137931
unity_webgpu_000002778de78280.cs,spv,59.46161443148688,59.29935064935065,59.873051948051945
unity_webgpu_000002778de78280.cs.spv,spv,53.87682529335072,53.722684426229506,54.32932692307692
unity_webgpu_000002778f740030.fs,spv,1530.8884615384616,1509.0461538461539,1549.403846153846
unity_webgpu_000002778f740030.fs.spv,spv,1368.2966666666666,1363.49,1376.8533333333332
arrays,spv_full,55.30084236104081,54.76831168831169,55.719841269841275
atan2-const-eval,spv_full,16374.175,16273.7,16648.6
atomic_add,spv_full,46.344689652590596,46.12478632478633,46.94699496130071
branches,spv_full,91.79919384057972,91.52539999999999,92.22516129032257
cluster-lights,spv_full,419.52894736842103,416.84754098360656,422.7083333333333
empty_compute,spv_full,6.624414583333333,6.4600256410256405,6.762824074074074
loop_accum,spv_full,90.14515756302521,87.6463782051282,92.97102564102565
mat_vec,spv_full,59.088213315217395,54.96339285714286,63.089732142857144
metaball-isosurface,spv_full,810.3041666666667,801.85,813.5625
particles,spv_full,550.6757881231671,547.7573048600884,554.8441860465116
shadow-fragment,spv_full,246.17765873015873,237.52134146341464,252.01875
skinned-shadowed-pbr-fragment,spv_full,1345.0066666666667,1337.78,1350.9866666666667
skinned-shadowed-pbr-vertex,spv_full,239.3477922077922,237.86569767441858,241.6943661971831
texture_sample,spv_full,41.76353138853139,40.91977124183006,42.52020202020202
torture-big-array,spv_full,3829.85,3794.75,3911.6833333333334
torture-big-expr,spv_full,31481.05,31351.3,31734.95
torture-deep-nest,spv_full,514.5443453355156,511.34,517.8746031746032
torture-many-bindings,spv_full,452.69871237458193,445.9475,457.58755411255413
uniform_struct,spv_full,57.03347913568366,47.283789682539684,63.33723861637678
uniformity-analysis-pointer-parameters,spv_full,1492.6535714285715,1484.8928571428573,1500.142857142857
unity_webgpu_0000017e9e2d81a0.vs,spv_full,8727.966666666667,8665.116666666667,8786.266666666668
unity_webgpu_0000017e9e2d81a0.vs.spv,spv_full,5495.7875,5439.6,5575.175
unity_webgpu_000002778de78280.cs,spv_full,592.1560393472624,589.7943722943724,594.1586206896552
unity_webgpu_000002778de78280.cs.spv,spv_full,437.59571428571434,435.11923076923074,439.64401408450703
unity_webgpu_000002778f740030.fs,spv_full,41337.3,40343.6,42773.4
unity_webgpu_000002778f740030.fs.spv,spv_full,21385.55,21220.8,21703.0
arrays,validate,2.304759430358765,2.282213826561552,2.3305266757865937
atan2-const-eval,validate,214.21612416640204,213.69117647058823,214.967
atomic_add,validate,2.0747177221404027,2.066106154198124,2.0995855734767024
branches,validate,4.037684537684537,4.019119769119769,4.059867492125557
cluster-lights,validate,20.110019792182086,19.98708333333333,20.24969662921348
empty_compute,validate,0.24394631732821087,0.24304276208847178,0.24515993120644283
loop_accum,validate,3.186610644257703,3.071468587434974,3.64968487394958
mat_vec,validate,2.3372824422166527,2.3021086309523806,2.4137125635137773
metaball-isosurface,validate,59.21114825240441,58.80425291545189,59.546917293233086
particles,validate,32.673962647928995,32.49932593180016,32.84087218337218
shadow-fragment,validate,6.408517642911209,6.341058122205664,6.457226775956284
skinned-shadowed-pbr-fragment,validate,85.711375,84.66727272727272,87.0295744680851
skinned-shadowed-pbr-vertex,validate,13.108982843137255,13.031309297912713,13.170665457529042
texture_sample,validate,1.629566620724882,1.605892348672729,1.671454333915067
torture-big-array,validate,164.227,162.00145588874403,168.11390670943598
torture-big-expr,validate,715.0779836829837,713.4058139534884,716.9814285714285
torture-deep-nest,validate,33.647909003831415,33.45546157059315,33.803763440860216
torture-many-bindings,validate,24.72984840397139,24.671118925831202,24.778437257255842
uniform_struct,validate,1.978938499742002,1.8879001600640257,2.068578431372549
uniformity-analysis-pointer-parameters,validate,73.37811302681992,73.00942317916002,73.65
unity_webgpu_0000017e9e2d81a0.vs,validate,351.1161654135338,337.42079772079774,374.26
unity_webgpu_0000017e9e2d81a0.vs.spv,validate,250.2973882113821,248.77884615384616,251.85082767402375
unity_webgpu_000002778de78280.cs,validate,26.034998217468804,25.8815,26.396296296296295
unity_webgpu_000002778de78280.cs.spv,validate,21.362147266313936,21.26483660130719,21.476305220883532
unity_webgpu_000002778f740030.fs,validate,793.672,791.4,795.908
unity_webgpu_000002778f740030.fs.spv,validate,645.3296428571429,642.1483870967742,648.509444129325
