shader,stage,median_us,lo_us,hi_us
uniformity-analysis-pointer-parameters,parse,1400.0933333333335,1399.4381,1401.7681333333333
unity_webgpu_0000017E9E2D81A0.vs,parse,8818.8395,8813.274,8830.656666666666
unity_webgpu_0000017E9E2D81A0.vs.spv,parse,4987.026400000001,4983.986800000001,4990.3507
unity_webgpu_000002778DE78280.cs,parse,522.8818391341256,522.1365999999999,523.3119736842106
unity_webgpu_000002778DE78280.cs.spv,parse,360.8693353316326,360.44659141949154,361.3623050387597
unity_webgpu_000002778F740030.fs,parse,37811.0055,37799.735,37832.7765
unity_webgpu_000002778F740030.fs.spv,parse,22163.636,22151.849,22179.5305
arrays,spv,8.240029394857858,8.235259523809523,8.24704917693662
atan2-const-eval,spv,513.4274328752642,512.8804230769231,514.1683420833333
atomic_add,spv,6.806838983050848,6.804024522178146,6.80975025059231
branches,spv,12.311851270278543,12.301759412304868,12.324898039215686
cluster-lights,spv,62.55884434182838,62.47619387755102,62.649129870129876
empty_compute,spv,1.3851143519411624,1.3844653124653126,1.3860806572813154
loop_accum,spv,11.431505257936507,11.426692339544514,11.439461368979279
mat_vec,spv,10.76852609692887,10.759369242481919,10.784417663140113
metaball-isosurface,spv,102.50300224358975,102.33170923913043,102.66951288659793
particles,spv,76.05428458164643,75.97230952380953,76.15543319992378
shadow-fragment,spv,22.426341212737128,22.413571019473082,22.439048850574714
skinned-shadowed-pbr-fragment,spv,165.90218906572358,165.7660634920635,166.2138350060217
skinned-shadowed-pbr-vertex,spv,39.50733303635067,39.4814,39.562790566037734
texture_sample,spv,5.290696243896813,5.282668994837534,5.298680379285489
torture-big-array,spv,137.32047821969695,137.29692592592593,137.3694623655914
torture-big-expr,spv,2547.1913125,2544.721125,2551.389875
torture-deep-nest,spv,95.63543584995251,95.56798604651162,95.70349414802067
torture-many-bindings,spv,78.04280777777778,78.00788695652173,78.09011666666667
uniform_struct,spv,6.561702353479854,6.55669755777311,6.567564957264957
uniformity-analysis-pointer-parameters,spv,177.3443316214233,177.24018182539683,177.45040751488094
unity_webgpu_0000017E9E2D81A0.vs,spv,672.12255,671.756467221135,672.6573636363637
unity_webgpu_0000017E9E2D81A0.vs.spv,spv,566.8607636217948,566.524225,567.1460429438981
unity_webgpu_000002778DE78280.cs,spv,61.72132341269842,61.67257557354926,61.74350246305419
unity_webgpu_000002778DE78280.cs.spv,spv,55.4113566971305,55.36636040044494,55.440538609601454
unity_webgpu_000002778F740030.fs,spv,1668.5520833333333,1667.718,1670.2950416666667
unity_webgpu_000002778F740030.fs.spv,spv,1557.3205,1555.9972307692308,1558.4503076923077
arrays,validate,2.4480717769351084,2.4465669291897263,2.4490548433048436
atan2-const-eval,validate,255.22063692256563,255.07254545454543,255.41320000000002
atomic_add,validate,2.0173172223504077,2.015132836017161,2.0192472614863988
branches,validate,4.240258015185312,4.236905935050392,4.244608729662077
cluster-lights,validate,23.719347035008337,23.670295306801965,23.77331960325113
empty_compute,validate,0.21825861360861362,0.21771859253693965,0.21882698740653286
loop_accum,validate,2.8575667221887517,2.856015431133354,2.8590804005444292
mat_vec,validate,2.223547077782553,2.2222180516759775,2.225082518621974
metaball-isosurface,validate,66.45363713361249,66.39256712962964,66.50834784226191
particles,validate,37.504811363636364,37.45287940630798,37.548493265993265
shadow-fragment,validate,7.147139159198323,7.143275153609832,7.15471736453202
skinned-shadowed-pbr-fragment,validate,93.1039075630252,93.05622388059702,93.22212148033127
skinned-shadowed-pbr-vertex,validate,13.928055505687876,13.909417992926613,13.943170355120946
texture_sample,validate,1.4268178634782975,1.4258219624300559,1.4275994015314064
torture-big-array,validate,183.27989332096476,183.25546659604518,183.33666435185185
torture-big-expr,validate,853.688625,852.502375,854.33275
torture-deep-nest,validate,37.59101498790724,37.568010765550234,37.61709818181818
torture-many-bindings,validate,28.573014345906902,28.521853412426616,28.915610714285716
uniform_struct,validate,1.7720744045192476,1.770941814885065,1.772726528740318
uniformity-analysis-pointer-parameters,validate,85.15609193548387,85.13386329113924,85.18763245421246
unity_webgpu_0000017E9E2D81A0.vs,validate,369.81575650183146,369.58355555555556,370.1322692307692
unity_webgpu_0000017E9E2D81A0.vs.spv,validate,295.56972160085587,295.18379999999996,295.9127240853659
unity_webgpu_000002778DE78280.cs,validate,30.05206994564575,29.993777777777776,30.089314993098686
unity_webgpu_000002778DE78280.cs.spv,validate,25.075638786764706,25.023950639204543,25.111754450757573
unity_webgpu_000002778F740030.fs,validate,940.064090909091,939.266909090909,941.2692727272727
unity_webgpu_000002778F740030.fs.spv,validate,776.1187769882285,775.1853414469235,776.9610784313726
